index,path,filename,width,height,aspect,orientation,mean_r,mean_g,mean_b,brightness,saturation,contrast,colorfulness,edge_density,phash,cluster
976,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0976_46922004a13c.jpg,pin_0976_46922004a13c.jpg,1599,1426,1.1213,square-ish,114.904,111.715,110.805,0.4414,0.1337,0.2011,17.4406,0.0714,b8b9976e03966893,1
977,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0977_979b97d36212.jpg,pin_0977_979b97d36212.jpg,727,960,0.7573,portrait,122.594,96.195,74.067,0.3982,0.4533,0.2507,54.5522,0.1131,d467319a5a6f4a45,4
978,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0978_e5bdbbb87c8c.jpg,pin_0978_e5bdbbb87c8c.jpg,1200,1200,1.0,square-ish,58.526,107.673,127.018,0.3733,0.6816,0.158,95.6496,0.0762,95f22e06d9b51a63,4
979,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0979_6393c1c4fd91.jpg,pin_0979_6393c1c4fd91.jpg,900,1200,0.75,portrait,74.754,66.991,73.015,0.2746,0.4255,0.2275,48.0648,0.063,bee671384c44b29b,4
980,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0980_6e7ac4085911.jpg,pin_0980_6e7ac4085911.jpg,736,552,1.3333,landscape,87.765,80.126,80.437,0.3233,0.18,0.2236,12.0509,0.0453,9d603acf63312ce6,1
981,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0981_ebafadaae083.jpg,pin_0981_ebafadaae083.jpg,1024,699,1.4649,landscape,105.26,101.814,75.632,0.3916,0.3386,0.2469,37.5421,0.1379,cfc880d781f0f63a,6
982,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0982_dcd85dcb7d13.jpg,pin_0982_dcd85dcb7d13.jpg,1280,864,1.4815,landscape,69.869,79.986,66.47,0.2958,0.3785,0.2591,26.6113,0.16,9f4a3173c998626d,6
983,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0983_7b4544c74f2c.jpg,pin_0983_7b4544c74f2c.jpg,1211,2048,0.5913,portrait,112.934,118.048,126.556,0.4607,0.131,0.2045,15.6407,0.146,a4bdc87790ca7c86,9
984,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0984_586abf593b13.jpg,pin_0984_586abf593b13.jpg,750,1125,0.6667,portrait,91.263,103.228,107.626,0.3928,0.2398,0.2678,25.7558,0.1329,a6ad4f563123c6f0,9
985,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0985_b94f1fdb209e.jpg,pin_0985_b94f1fdb209e.jpg,427,640,0.6672,portrait,67.637,34.124,16.133,0.1651,0.6871,0.1144,50.7183,0.0596,99b966861931e6e6,0
986,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0986_a3594006ba20.jpg,pin_0986_a3594006ba20.jpg,800,800,1.0,square-ish,78.136,68.484,43.062,0.2685,0.5968,0.205,34.9647,0.0466,8f88c2d37667b690,4
987,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0987_9e814f701298.jpg,pin_0987_9e814f701298.jpg,750,937,0.8004,portrait,150.913,73.914,64.811,0.3761,0.6079,0.2175,84.8408,0.0957,b4d0696f961b6694,4
988,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0988_9c9bf132726c.jpg,pin_0988_9c9bf132726c.jpg,2992,4000,0.748,portrait,86.099,65.953,45.349,0.2731,0.5423,0.1506,44.1024,0.0602,fbe8239dbc60071c,0
989,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0989_5bcfbe1eb3e8.jpg,pin_0989_5bcfbe1eb3e8.jpg,519,519,1.0,square-ish,91.237,77.268,69.91,0.3161,0.3131,0.2425,20.5693,0.1372,a1179a1a3cc8ef66,1
990,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0990_aa9958ba5941.jpg,pin_0990_aa9958ba5941.jpg,900,1273,0.707,portrait,89.593,67.63,77.242,0.2953,0.4471,0.2634,36.5833,0.0557,89957f62261fc1f0,9
991,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0991_2a49c53b93bb.jpg,pin_0991_2a49c53b93bb.jpg,708,900,0.7867,portrait,177.745,167.213,159.13,0.6644,0.1632,0.3069,26.5324,0.1012,bbccbc43d06cc323,3
992,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0992_9cb6fedc2c40.jpg,pin_0992_9cb6fedc2c40.jpg,720,960,0.75,portrait,39.126,21.046,18.644,0.1026,0.5958,0.1046,29.5335,0.0397,eccc071b0f8ec6c6,0
993,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0993_e609eb21a769.jpg,pin_0993_e609eb21a769.jpg,736,981,0.7503,portrait,36.547,30.301,24.048,0.1234,0.6668,0.1471,36.2156,0.0671,f4c86b32f0b14b4e,0
994,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0994_caf6e07f3cc1.jpg,pin_0994_caf6e07f3cc1.jpg,720,1110,0.6486,portrait,163.435,140.546,158.094,0.5858,0.3078,0.2176,49.4205,0.1499,dae500e994cff04e,7
995,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0995_80c6b1061a00.jpg,pin_0995_80c6b1061a00.jpg,500,677,0.7386,portrait,140.541,136.241,122.908,0.5337,0.12,0.2844,18.3106,0.2099,85eb58876f3c3492,7
996,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0996_3d0e903a9813.jpg,pin_0996_3d0e903a9813.jpg,736,981,0.7503,portrait,175.657,171.014,167.589,0.6745,0.0779,0.2054,9.9815,0.1136,b8b887cc353287cd,3
997,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0997_2ccbdc521eb2.jpg,pin_0997_2ccbdc521eb2.jpg,732,547,1.3382,landscape,127.672,132.779,129.653,0.5134,0.1113,0.2095,22.5615,0.0927,eab4879263c986b6,8
998,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0998_c02d17d67768.jpg,pin_0998_c02d17d67768.jpg,736,864,0.8519,square-ish,108.397,103.955,89.209,0.4063,0.2303,0.2502,17.0501,0.1146,846f6a1a316d5aba,9
999,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0999_e7b80bdd817c.jpg,pin_0999_e7b80bdd817c.jpg,628,1156,0.5433,portrait,67.202,67.437,73.86,0.267,0.2271,0.2569,8.6299,0.077,c8371bcc63d81f32,9
1000,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1000_5d2b823f926d.jpg,pin_1000_5d2b823f926d.jpg,679,1200,0.5658,portrait,119.173,116.576,109.712,0.4568,0.1281,0.3088,9.0263,0.0456,ed499337c7862607,5
1001,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1001_37d47820ca70.jpg,pin_1001_37d47820ca70.jpg,720,841,0.8561,square-ish,190.04,173.368,158.053,0.6925,0.1761,0.2331,23.6816,0.0757,f9d6441b788927a9,2
1002,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1002_1a06838477c2.jpg,pin_1002_1a06838477c2.jpg,1200,1200,1.0,square-ish,166.266,87.913,43.882,0.4169,0.7248,0.1253,78.8542,0.0515,f08fe6f01d8fa013,4
1003,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1003_63026f326545.jpg,pin_1003_63026f326545.jpg,1200,1200,1.0,square-ish,17.261,21.764,40.281,0.0882,0.6689,0.0961,23.0654,0.0272,86492d305eb9d5ba,0
1004,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1004_00992a860fc3.jpg,pin_1004_00992a860fc3.jpg,3024,4032,0.75,portrait,85.055,84.06,83.735,0.3308,0.1724,0.2484,7.7243,0.034,e3cc921cf9810ff8,1
1005,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1005_8a00ff03b541.jpg,pin_1005_8a00ff03b541.jpg,600,1080,0.5556,portrait,43.629,64.887,88.719,0.2402,0.5157,0.1807,38.688,0.0393,de90216f6b3494dc,0
1006,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1006_3ba58f361a1e.png,pin_1006_3ba58f361a1e.png,600,600,1.0,square-ish,82.266,70.962,76.879,0.2942,0.3774,0.2361,16.462,0.1875,989ff35ac80089fd,6
1007,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1007_0c15e6e01e17.jpg,pin_1007_0c15e6e01e17.jpg,800,986,0.8114,portrait,246.877,248.2,248.046,0.9719,0.0065,0.0858,2.695,0.0338,b139ccc6f39a9c30,11
1008,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1008_c7aec0d5e525.jpg,pin_1008_c7aec0d5e525.jpg,400,400,1.0,square-ish,157.7,151.589,146.913,0.5996,0.1057,0.1485,31.4988,0.0491,bde4d00f86d89b61,2
1009,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1009_e0f24da19d27.jpg,pin_1009_e0f24da19d27.jpg,572,900,0.6356,portrait,197.212,185.334,180.105,0.7383,0.1243,0.2062,21.5306,0.1424,ad9d4a90b572d28e,7
1010,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1010_71fb096acc3c.jpg,pin_1010_71fb096acc3c.jpg,900,1097,0.8204,square-ish,243.478,244.283,244.479,0.9571,0.0142,0.1028,7.3149,0.0552,b887c3c0e5c73e15,11
1011,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1011_728e5aad1952.jpg,pin_1011_728e5aad1952.jpg,727,1280,0.568,portrait,190.339,171.324,143.872,0.6816,0.243,0.1496,22.4203,0.0424,c77c416f6207783a,2
1012,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1012_3a5b8a0972c6.jpg,pin_1012_3a5b8a0972c6.jpg,394,600,0.6567,portrait,76.742,74.188,65.728,0.29,0.3164,0.2799,9.8105,0.0706,80d06f27d358b4de,9
1013,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1013_ad4cf1b3c229.jpg,pin_1013_ad4cf1b3c229.jpg,600,1067,0.5623,portrait,44.395,47.179,67.344,0.1907,0.2579,0.1885,46.0921,0.0652,d0c0cddb1a39e5e4,0
1014,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1014_22c47cae408b.png,pin_1014_22c47cae408b.png,817,1200,0.6808,portrait,107.266,21.325,19.336,0.1835,0.6412,0.1312,124.2618,0.0329,c5941a4f7b3b3864,4
1015,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1015_74eb974a04fc.png,pin_1015_74eb974a04fc.png,440,680,0.6471,portrait,123.808,79.809,65.437,0.3582,0.5182,0.2168,46.4988,0.1937,9bcccdcdc8d2838a,6
1016,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1016_9727e2fcc003.jpg,pin_1016_9727e2fcc003.jpg,736,735,1.0014,square-ish,165.446,122.019,102.983,0.521,0.4,0.1933,37.4415,0.0666,83a7dc2cd919aa66,2
1017,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1017_7897737cbf5d.jpg,pin_1017_7897737cbf5d.jpg,1280,839,1.5256,landscape,143.927,82.188,43.405,0.3774,0.7313,0.2338,72.4541,0.1521,e185965cac99cf89,4
1018,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1018_029dc5a49ceb.jpg,pin_1018_029dc5a49ceb.jpg,978,1024,0.9551,square-ish,115.131,105.63,96.636,0.4214,0.2284,0.3141,18.2933,0.1072,85350af22dc9ac77,5
1019,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1019_3b684e72c7c7.jpg,pin_1019_3b684e72c7c7.jpg,1274,1920,0.6635,portrait,89.537,83.809,82.385,0.3347,0.1351,0.3359,8.3725,0.1632,ce6116cb9e0ef09a,9
1020,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1020_5c7b4059a71b.jpg,pin_1020_5c7b4059a71b.jpg,480,600,0.8,portrait,111.74,110.289,104.462,0.4317,0.0841,0.366,8.6181,0.1262,e28c39d59cc6ce70,5
1021,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1021_ddefedea015a.jpg,pin_1021_ddefedea015a.jpg,736,769,0.9571,square-ish,97.749,82.548,70.192,0.3361,0.2871,0.0882,15.6322,0.0683,8ccb31366665c367,0
1022,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1022_e71665e5f268.jpg,pin_1022_e71665e5f268.jpg,900,889,1.0124,square-ish,129.369,116.656,95.31,0.4629,0.299,0.2261,21.0773,0.1723,f2c844e619f483de,6
1023,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1023_4840f0aa5bb1.png,pin_1023_4840f0aa5bb1.png,1000,1250,0.8,portrait,118.179,116.721,110.392,0.4566,0.2709,0.2019,34.4148,0.0591,9a74e40ec76daca4,9
1024,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1024_bb648a3fce66.jpg,pin_1024_bb648a3fce66.jpg,735,696,1.056,square-ish,53.74,58.574,46.297,0.2185,0.2858,0.139,9.9669,0.0887,962a79d3d2de2168,0
1025,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1025_32dc1b364c24.jpg,pin_1025_32dc1b364c24.jpg,332,465,0.714,portrait,82.106,64.098,49.304,0.2659,0.4409,0.1987,28.9953,0.0768,b6fd65d290a60399,0
1026,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1026_a990d4332809.jpg,pin_1026_a990d4332809.jpg,768,768,1.0,square-ish,126.325,115.143,104.584,0.4601,0.2037,0.1836,14.4988,0.1884,bbc0c5be6d7a1130,6
1027,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1027_17c5b1075fd8.jpg,pin_1027_17c5b1075fd8.jpg,337,600,0.5617,portrait,43.86,46.596,66.639,0.1885,0.2835,0.1898,45.6318,0.0667,d0c0cddb1a39e5e4,0
1028,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1028_5d83baa5b20e.jpg,pin_1028_5d83baa5b20e.jpg,481,680,0.7074,portrait,79.524,27.46,51.996,0.1797,0.6932,0.1348,91.2073,0.0598,c8c21736773c99c5,4
1029,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1029_cc6799202786.png,pin_1029_cc6799202786.png,735,841,0.874,square-ish,94.269,94.269,94.269,0.3697,0.0,0.3306,0.0,0.1762,de014099cb6ec7ce,5
1030,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1030_4449bf4dfcb3.jpg,pin_1030_4449bf4dfcb3.jpg,1080,1867,0.5785,portrait,37.201,37.898,35.288,0.1467,0.0537,0.133,3.1211,0.0291,a183c3f0f4941e9f,0
1031,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1031_d5537cb9d564.jpg,pin_1031_d5537cb9d564.jpg,1130,1200,0.9417,square-ish,42.984,31.353,24.002,0.1333,0.5257,0.1221,16.9137,0.0826,aaa2d5e5cccca4a6,0
1032,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1032_6f4a327e92ae.jpg,pin_1032_6f4a327e92ae.jpg,540,540,1.0,square-ish,51.9,69.203,76.681,0.2541,0.4153,0.1213,28.2104,0.0549,cccc33311bcbc68e,0
1033,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1033_59532a11372c.jpg,pin_1033_59532a11372c.jpg,319,332,0.9608,square-ish,72.065,69.334,61.27,0.2716,0.2302,0.1925,12.8886,0.0957,9b1d65662293d999,1
1034,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1034_c0487b978661.png,pin_1034_c0487b978661.png,1000,1092,0.9158,square-ish,149.994,153.307,144.307,0.5934,0.0665,0.3131,11.2819,0.0471,ee2f99d0c49596c1,5
1035,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1035_24e6e187a4cb.jpg,pin_1035_24e6e187a4cb.jpg,1326,1326,1.0,square-ish,128.009,138.063,83.31,0.5051,0.4382,0.1853,46.7063,0.234,c2b7e0c93a9f44c3,6
1036,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1036_1dac97c41d9b.jpg,pin_1036_1dac97c41d9b.jpg,500,669,0.7474,portrait,54.728,55.644,41.24,0.2106,0.3258,0.2246,34.5632,0.0345,cc28f326cc9973a6,0
1037,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1037_21d8b21292a4.jpg,pin_1037_21d8b21292a4.jpg,920,920,1.0,square-ish,78.888,59.371,82.672,0.2661,0.3895,0.1549,36.2437,0.0649,c7543cc36b7e9049,0
1038,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1038_b7bae40596e0.jpg,pin_1038_b7bae40596e0.jpg,736,981,0.7503,portrait,186.665,179.883,174.495,0.7112,0.086,0.2594,7.8966,0.1648,e4adce13e688335a,3
1039,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1039_5064ba60b37c.jpg,pin_1039_5064ba60b37c.jpg,854,854,1.0,square-ish,97.931,102.973,99.516,0.3963,0.3238,0.2514,27.3909,0.0433,bd9756740b7c440d,1
1040,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1040_8c140edee2e5.jpg,pin_1040_8c140edee2e5.jpg,604,604,1.0,square-ish,156.932,150.368,136.906,0.5914,0.1462,0.2337,12.2309,0.0756,a1c79b659e38c991,2
1041,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1041_333784652727.jpg,pin_1041_333784652727.jpg,750,750,1.0,square-ish,228.782,228.628,227.145,0.8968,0.013,0.2692,1.4612,0.0545,eb843a699679c43a,11
1042,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1042_4bfc7e0c8027.jpg,pin_1042_4bfc7e0c8027.jpg,900,1200,0.75,portrait,203.822,203.822,203.822,0.7993,0.0,0.2943,0.0,0.1879,bca4c2e6c3d6911b,3
1043,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1043_f26f183592fa.jpg,pin_1043_f26f183592fa.jpg,320,320,1.0,square-ish,96.844,121.533,127.439,0.4503,0.3239,0.2159,29.732,0.1414,e1b4c330e3cc7c72,6
1044,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1044_ea9327547813.png,pin_1044_ea9327547813.png,591,900,0.6567,portrait,61.871,55.119,60.666,0.2263,0.2175,0.2067,9.2824,0.127,ed9d8d50e33a2519,9
1045,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1045_8e691aad0627.png,pin_1045_8e691aad0627.png,1371,770,1.7805,landscape,142.259,150.265,89.337,0.5526,0.5637,0.2096,48.6649,0.0632,ccb3a0f3d1704d99,8
1046,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1046_035a126ccafc.png,pin_1046_035a126ccafc.png,1333,1545,0.8628,square-ish,143.182,143.173,143.173,0.5615,0.0001,0.1067,0.1165,0.1436,af9cc896036cfc43,7
1047,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1047_ee08b89ae6d2.jpg,pin_1047_ee08b89ae6d2.jpg,476,480,0.9917,square-ish,177.91,173.618,167.213,0.6833,0.078,0.1651,12.3615,0.1111,b9e0e31f84ec17a1,2
1048,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1048_003377a8ae3f.jpg,pin_1048_003377a8ae3f.jpg,534,827,0.6457,portrait,206.697,196.344,185.45,0.7772,0.1473,0.1903,38.8753,0.0952,fa853acf906b845a,3
1049,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1049_420f211daaca.jpg,pin_1049_420f211daaca.jpg,625,837,0.7467,portrait,108.02,101.684,97.361,0.4043,0.2256,0.2406,24.9825,0.2394,cd4db133c38cacf0,6
1050,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1050_ab78b1525dc8.jpg,pin_1050_ab78b1525dc8.jpg,474,476,0.9958,square-ish,76.72,82.282,89.32,0.3193,0.3063,0.216,22.461,0.1221,854a3935cee7330e,1
1051,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1051_f9c5d45645e3.jpg,pin_1051_f9c5d45645e3.jpg,1206,1207,0.9992,square-ish,109.567,98.704,84.1,0.3933,0.3579,0.225,24.5618,0.2031,fc0061cbcb62ae79,6
1052,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1052_01727eb2477b.jpg,pin_1052_01727eb2477b.jpg,736,683,1.0776,square-ish,195.514,195.514,195.514,0.7667,0.0,0.296,0.0,0.0826,dd17a5c2583a96a5,3
1053,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1053_45aad1e57b2a.jpg,pin_1053_45aad1e57b2a.jpg,791,593,1.3339,landscape,148.917,140.283,138.483,0.5595,0.147,0.274,23.7864,0.1724,93979f49e844b274,8
1054,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1054_0157734d858e.png,pin_1054_0157734d858e.png,1024,1024,1.0,square-ish,122.682,111.151,109.467,0.4486,0.1354,0.2226,18.948,0.0361,ea9715a1165a39e9,1
1055,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1055_e1f1d7bc1992.jpg,pin_1055_e1f1d7bc1992.jpg,750,1060,0.7075,portrait,107.455,91.4,66.942,0.3663,0.3609,0.2024,39.7274,0.059,c8396cc4f399e3a1,9
1056,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1056_c1019b95a149.jpg,pin_1056_c1019b95a149.jpg,1106,1131,0.9779,square-ish,129.353,103.197,99.412,0.4337,0.2959,0.2561,27.1426,0.0434,ed330d198c48b57b,1
1057,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1057_e23cf7e26e0e.jpg,pin_1057_e23cf7e26e0e.jpg,1647,1100,1.4973,landscape,138.69,138.039,137.792,0.542,0.0459,0.2505,4.8495,0.0637,af85303cc68391fe,8
1058,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1058_f0164f6d4b8a.jpg,pin_1058_f0164f6d4b8a.jpg,1080,1080,1.0,square-ish,196.279,195.423,195.64,0.7674,0.0204,0.0648,7.2039,0.015,e609334c9b939d33,11
1059,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1059_3a8f83102c52.jpg,pin_1059_3a8f83102c52.jpg,1080,1350,0.8,portrait,129.05,117.05,96.154,0.4637,0.2994,0.2593,42.6307,0.1185,acdc92258f094fce,9
1060,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1060_01a04fc5d98a.jpg,pin_1060_01a04fc5d98a.jpg,224,224,1.0,square-ish,236.83,232.869,231.193,0.9171,0.0432,0.1976,14.4208,0.017,e69b996dcc322649,11
1061,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1061_7072fe690780.jpg,pin_1061_7072fe690780.jpg,493,858,0.5746,portrait,142.341,136.902,134.582,0.5422,0.0652,0.2057,5.5081,0.1898,bb35d75fa5219202,7
1062,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1062_2547e2722276.jpg,pin_1062_2547e2722276.jpg,734,728,1.0082,square-ish,96.131,83.104,80.718,0.3401,0.1959,0.1773,16.3143,0.0482,cc4c333333cccc7c,1
1063,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1063_040739ccf516.png,pin_1063_040739ccf516.png,823,1058,0.7779,portrait,100.387,58.885,90.672,0.2938,0.5361,0.2862,84.8899,0.1144,f0cf0a36835c3a6b,4
1064,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1064_3debd20ae01d.jpg,pin_1064_3debd20ae01d.jpg,426,426,1.0,square-ish,235.04,227.808,205.815,0.8914,0.1278,0.0922,12.5933,0.0504,b3270c27233d2767,11
1065,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1065_014e09029ce8.jpg,pin_1065_014e09029ce8.jpg,1080,1800,0.6,portrait,134.691,119.319,114.553,0.4838,0.2258,0.2343,32.4802,0.058,be85b264e94389da,9
1066,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1066_c3daa2b0552e.jpg,pin_1066_c3daa2b0552e.jpg,736,736,1.0,square-ish,228.628,222.393,218.632,0.8778,0.0884,0.2635,28.4081,0.0397,b1cd9a3365669ac8,11
1067,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1067_bf8b9c859881.jpg,pin_1067_bf8b9c859881.jpg,750,797,0.941,square-ish,137.674,131.46,118.909,0.517,0.1443,0.2969,16.3503,0.1777,e39ac0d2f0a4ecad,7
1068,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1068_f39e89e5b7ff.jpg,pin_1068_f39e89e5b7ff.jpg,735,688,1.0683,square-ish,170.974,136.395,105.74,0.5618,0.4146,0.2087,46.7116,0.083,9cd14df37024fd60,10
1069,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1069_6ed0d5ac6d6f.jpg,pin_1069_6ed0d5ac6d6f.jpg,720,881,0.8173,portrait,114.785,104.927,89.875,0.4163,0.3032,0.264,30.3287,0.2212,8cb04bd0bdfc39b0,6
1070,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1070_3b939eb167e4.jpg,pin_1070_3b939eb167e4.jpg,1170,1170,1.0,square-ish,201.234,196.144,194.093,0.7743,0.0432,0.2385,11.8847,0.0924,fe65b192819ac791,3
1071,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1071_53eb8da927d4.jpg,pin_1071_53eb8da927d4.jpg,750,913,0.8215,square-ish,164.981,125.238,93.112,0.5234,0.4595,0.2028,45.4786,0.1203,985ca53973f63262,10
1072,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1072_a21345933cda.jpg,pin_1072_a21345933cda.jpg,720,720,1.0,square-ish,154.824,135.868,123.865,0.5497,0.2538,0.2499,21.1462,0.0265,fb6c84813bd62c4d,2
1073,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1073_2af047086205.jpg,pin_1073_2af047086205.jpg,1440,972,1.4815,landscape,183.137,184.063,148.986,0.705,0.2105,0.1184,22.0068,0.0456,d8ee6292ca8975ac,2
1074,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1074_3304bb13bf23.jpg,pin_1074_3304bb13bf23.jpg,736,637,1.1554,square-ish,160.466,150.828,130.273,0.5936,0.1852,0.2904,51.6661,0.0672,ceb987a99a42664b,8
1075,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1075_113dd50f0e12.jpg,pin_1075_113dd50f0e12.jpg,720,900,0.8,portrait,94.209,78.654,94.323,0.3337,0.2589,0.2741,28.3153,0.113,c4794ee691f02b99,9
1076,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1076_4718e4116023.jpg,pin_1076_4718e4116023.jpg,250,250,1.0,square-ish,199.061,206.621,216.998,0.806,0.0939,0.1786,21.0609,0.0834,efbae101e62599c2,11
1077,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1077_7ecd2b909b09.jpg,pin_1077_7ecd2b909b09.jpg,750,730,1.0274,square-ish,152.177,137.158,109.959,0.5434,0.2909,0.2235,29.1572,0.0749,89c73df9d0f4e090,2
